"song","artist","duration_ms","explicit","year","popularity","danceability","genre"
"Going Bad (feat. Drake)","Meek Mill",180522,"True",2018,78,0.889,"hip hop; pop"
"Wow.","Post Malone",149546,"True",2019,79,0.829,"hip hop"
"Juicy","Doja Cat",202333,"True",2019,57,0.786,"pop"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",189486,"True",2018,75,0.581,"hip hop"
"emotions","iann dior",131213,"False",2019,72,0.63,"hip hop; pop"
"Adan y Eva","Paulo Londra",256971,"False",2019,72,0.767,"hip hop; latin; Dance/Electronic"
"Money In The Grave (Drake ft. Rick Ross)","Drake",205426,"True",2019,76,0.831,"hip hop; pop; R&B"
"Panini","Lil Nas X",114893,"False",2019,71,0.703,"hip hop; pop"
"MIA (feat. Drake)","Bad Bunny",210367,"False",2018,77,0.817,"latin"
"Pop Out (feat. Lil Tjay)","Polo G",166560,"True",2019,78,0.772,"hip hop"
"Robbery","Juice WRLD",240050,"True",2019,53,0.685,"hip hop"
"a lot","21 Savage",288624,"True",2018,78,0.837,"hip hop"
"The London (feat. J. Cole & Travis Scott)","Young Thug",200106,"True",2019,69,0.796,"hip hop; pop"
"China","Anuel AA",301714,"False",2019,76,0.786,"latin"
"Liar","Camila Cabello",207038,"False",2019,65,0.74,"pop"
"Leave Me Alone","Flipp Dinero",195637,"True",2019,69,0.792,"hip hop; pop"
"Money","Cardi B",183527,"True",2018,73,0.95,"hip hop; pop"
"break up with your girlfriend; i'm bored","Ariana Grande",190440,"True",2019,76,0.726,"pop"
"Location (feat. Burna Boy)","Dave",241293,"True",2019,78,0.812,"hip hop"
"Sweet but Psycho","Ava Max",187436,"False",2018,7,0.719,"pop"
"Don't Start Now","Dua Lipa",183290,"False",2019,79,0.794,"pop"
"Strike a Pose (feat. Aitch)","Young T & Bugsey",214203,"True",2019,61,0.531,"hip hop"
"Giant (with Rag'n'Bone Man)","Calvin Harris",229184,"False",2019,73,0.807,"hip hop; pop; Dance/Electronic"
"Take Me Back to London (feat. Stormzy)","Ed Sheeran",189733,"True",2019,66,0.885,"pop"
"Please Me","Cardi B",200889,"True",2019,73,0.747,"hip hop; pop"
"Vossi Bop","Stormzy",196266,"True",2019,64,0.682,"hip hop; Dance/Electronic"
"Dance Monkey","Tones And I",209438,"False",2019,78,0.824,"pop"
"boyfriend (with Social House)","Ariana Grande",186106,"True",2019,77,0.4,"pop"
"Callaita","Bad Bunny",250533,"True",2019,81,0.61,"latin"
"So Am I","Ava Max",183026,"False",2019,4,0.682,"pop"
"Calma - Remix","Pedro Capó",238200,"False",2018,74,0.826,"pop; latin"
"MIDDLE CHILD","J. Cole",213593,"True",2019,80,0.837,"hip hop"
"Soltera - Remix","Lunay",266086,"False",2019,70,0.795,"pop; latin"
"Better","Khalid",229412,"False",2018,70,0.442,"pop; R&B"
"Thotiana","Blueface",129264,"True",2018,1,0.906,"hip hop"
"Suge","DaBaby",163320,"True",2019,72,0.876,"hip hop"
"Ladbroke Grove","AJ Tracey",190537,"False",2019,69,0.903,"hip hop; Dance/Electronic"
"bury a friend","Billie Eilish",193143,"False",2019,75,0.905,"pop; Dance/Electronic"
"Boy With Luv (feat. Halsey)","BTS",229773,"False",2019,35,0.645,"pop"
"Boasty (feat. Idris Elba)","Wiley",177185,"True",2019,64,0.887,"hip hop; Dance/Electronic"
"Only Human","Jonas Brothers",183000,"False",2019,71,0.795,"pop"
"Easier","5 Seconds of Summer",157492,"False",2019,1,0.505,"pop"
"SOS (feat. Aloe Blacc)","Avicii",157202,"False",2019,71,0.802,"pop; Dance/Electronic"
"EARFQUAKE","Tyler; The Creator",190066,"True",2019,80,0.554,"hip hop"
"On A Roll","Ashley O",154447,"False",2019,57,0.736,"set()"
"3 Nights","Dominic Fike",177666,"False",2018,78,0.815,"rock; pop"
"Wish You Well","Sigala",205653,"False",2019,64,0.669,"pop; Dance/Electronic"
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",199427,"True",2019,69,0.872,"hip hop; pop; R&B"
"Secreto","Anuel AA",258800,"False",2019,75,0.807,"latin"
"Post Malone (feat. RANI)","Sam Feldt",174444,"False",2019,69,0.59,"pop; Dance/Electronic"
"Nights Like This (feat. Ty Dolla $ign)","Kehlani",201787,"True",2019,74,0.61,"hip hop; pop; R&B"
"Otro Trago","Sech",225933,"True",2019,71,0.746,"latin"
"Better Now","Post Malone",231266,"True",2018,80,0.68,"hip hop"
"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",206186,"True",2019,64,0.746,"pop"
"i'm so tired...","Lauv",162582,"False",2019,2,0.599,"pop; Dance/Electronic"
"gone girl","iann dior",136568,"True",2019,69,0.677,"hip hop; pop"
"High Hopes","Panic! At The Disco",190946,"False",2018,80,0.579,"rock"
"One Thing Right","Marshmello",181823,"False",2019,73,0.659,"pop; Dance/Electronic"
"How Do You Sleep?","Sam Smith",202204,"False",2019,73,0.477,"pop"
"Options","NSG",240081,"True",2020,57,0.836,"World/Traditional; hip hop"
"Motivation","Normani",193837,"False",2019,71,0.599,"pop; R&B"
"Sorry","Joel Corry",188640,"False",2019,63,0.744,"pop; Dance/Electronic"
"Goodbyes (Feat. Young Thug)","Post Malone",174960,"True",2019,1,0.58,"hip hop"
"Sucker","Jonas Brothers",181026,"False",2019,79,0.842,"pop"
"Cruel Summer","Taylor Swift",178426,"False",2019,78,0.552,"pop"
"The Git Up","Blanco Brown",200593,"False",2019,69,0.847,"hip hop; country"
"Dancing With A Stranger (with Normani)","Sam Smith",171029,"False",2019,75,0.741,"pop"
"Circles","Post Malone",215280,"False",2019,85,0.695,"hip hop"
123,,,,,,,
